country,year,nuclear_electricity
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2052,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2053,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2054,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2055,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2056,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2057,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2058,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2059,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2060,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2061,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2062,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2063,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2064,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2065,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2066,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2067,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2068,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2069,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2070,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2071,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2072,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2073,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2074,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2075,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2076,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2077,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2078,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2079,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2080,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2081,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2082,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2083,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2084,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2085,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2086,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2087,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2088,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2089,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2090,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2091,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2092,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2093,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2094,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2095,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2096,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2097,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2098,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2099,0.0
"Kazakhstan (2100) - ARIMA (2, 0, 0)",2100,0.0
"China (2100) - ARIMA (0, 2, 2)",2023,438.92169134849763
"China (2100) - ARIMA (0, 2, 2)",2024,452.0320885239946
"China (2100) - ARIMA (0, 2, 2)",2025,465.1424856994916
"China (2100) - ARIMA (0, 2, 2)",2026,478.2528828749886
"China (2100) - ARIMA (0, 2, 2)",2027,491.36328005048557
"China (2100) - ARIMA (0, 2, 2)",2028,504.47367722598256
